0;0.001000;27;50;10;5;20
0;0.001076;27;50;10;5;20
0;0.001061;27;50;10;5;20
0;0.001060;27;50;10;5;20
0;0.001018;27;50;10;5;20
0;0.001094;27;50;10;5;20
0;0.001092;27;50;10;5;20
0;0.001033;27;50;10;5;20
0;0.001046;27;50;10;5;20
0;0.001048;27;50;10;5;20
0;0.001124;28;50;9;5;20
0;0.001211;28;50;9;5;20
0;0.001234;28;50;9;5;20
0;0.001154;28;50;9;5;20
0;0.001122;28;50;9;5;20
0;0.001273;28;50;9;5;20
0;0.001118;28;50;9;5;20
0;0.001135;28;50;9;5;20
0;0.001155;28;50;9;5;20
0;0.001149;28;50;9;5;20
0;0.001124;26;50;8;5;20
0;0.001133;26;50;8;5;20
0;0.001108;26;50;8;5;20
0;0.001280;26;50;8;5;20
0;0.001112;26;50;8;5;20
0;0.001098;26;50;8;5;20
0;0.001100;26;50;8;5;20
0;0.001104;26;50;8;5;20
0;0.001118;26;50;8;5;20
0;0.001222;26;50;8;5;20
0;0.001206;27;50;7;5;20
0;0.001396;27;50;7;5;20
0;0.001230;27;50;7;5;20
0;0.001225;27;50;7;5;20
0;0.001345;27;50;7;5;20
0;0.001208;27;50;7;5;20
0;0.001189;27;50;7;5;20
0;0.001183;27;50;7;5;20
0;0.001178;27;50;7;5;20
0;0.001407;27;50;7;5;20
1;0.002206;45;50;6;5;20
1;0.002124;45;50;6;5;20
1;0.002171;45;50;6;5;20
1;0.002186;45;50;6;5;20
1;0.002146;45;50;6;5;20
1;0.002376;45;50;6;5;20
1;0.002245;45;50;6;5;20
1;0.002243;45;50;6;5;20
1;0.002242;45;50;6;5;20
1;0.002100;45;50;6;5;20
2;0.001515;28;50;5;5;20
2;0.001549;28;50;5;5;20
2;0.001597;28;50;5;5;20
2;0.001676;28;50;5;5;20
2;0.001695;28;50;5;5;20
2;0.001541;28;50;5;5;20
2;0.001560;28;50;5;5;20
2;0.001484;28;50;5;5;20
2;0.001540;28;50;5;5;20
2;0.001553;28;50;5;5;20
0;0.002250;57;50;10;5;50
0;0.002198;57;50;10;5;50
0;0.002578;57;50;10;5;50
0;0.002219;57;50;10;5;50
0;0.002236;57;50;10;5;50
0;0.002213;57;50;10;5;50
0;0.002285;57;50;10;5;50
