69;0.053248;33;50;35;5;20
69;0.052693;33;50;35;5;20
69;0.050685;33;50;35;5;20
69;0.054049;33;50;35;5;20
69;0.052924;33;50;35;5;20
69;0.053693;33;50;35;5;20
69;0.052464;33;50;35;5;20
69;0.052354;33;50;35;5;20
69;0.054102;33;50;35;5;20
69;0.052076;33;50;35;5;20
71;0.091413;57;50;34;5;20
71;0.089699;57;50;34;5;20
71;0.091509;57;50;34;5;20
71;0.090002;57;50;34;5;20
78;0.036686;22;50;34;5;20
78;0.035492;22;50;34;5;20
78;0.036290;22;50;34;5;20
78;0.034176;22;50;34;5;20
78;0.035860;22;50;34;5;20
78;0.036536;22;50;34;5;20
80;0.033793;21;50;33;5;20
80;0.033974;21;50;33;5;20
80;0.033988;21;50;33;5;20
80;0.034134;21;50;33;5;20
80;0.032936;21;50;33;5;20
80;0.034621;21;50;33;5;20
80;0.034338;21;50;33;5;20
80;0.033723;21;50;33;5;20
80;0.033086;21;50;33;5;20
80;0.034719;21;50;33;5;20
81;0.065461;42;50;32;5;20
81;0.068260;42;50;32;5;20
81;0.066636;42;50;32;5;20
81;0.068412;42;50;32;5;20
81;0.070382;42;50;32;5;20
82;0.032414;20;50;32;5;20
82;0.032977;20;50;32;5;20
82;0.034002;20;50;32;5;20
82;0.033090;20;50;32;5;20
82;0.032281;20;50;32;5;20
80;0.045807;28;50;31;5;20
80;0.046305;28;50;31;5;20
80;0.045904;28;50;31;5;20
80;0.044161;28;50;31;5;20
80;0.044167;28;50;31;5;20
80;0.046112;28;50;31;5;20
80;0.047092;28;50;31;5;20
80;0.047996;28;50;31;5;20
80;0.045919;28;50;31;5;20
80;0.046226;28;50;31;5;20
84;0.076711;45;50;30;5;20
84;0.071731;45;50;30;5;20
84;0.075120;45;50;30;5;20
84;0.073799;45;50;30;5;20
84;0.075551;45;50;30;5;20
82;0.076194;45;50;30;5;20
82;0.076744;45;50;30;5;20
82;0.075573;45;50;30;5;20
82;0.071553;45;50;30;5;20
82;0.073062;45;50;30;5;20
70;0.143708;90;50;35;5;50
70;0.140273;90;50;35;5;50
70;0.141132;90;50;35;5;50
70;0.143405;90;50;35;5;50
73;0.116925;72;50;35;5;50
73;0.111943;72;50;35;5;50
73;0.113884;72;50;35;5;50
73;0.116532;72;50;35;5;50
73;0.117276;72;50;35;5;50
73;0.113159;72;50;35;5;50
73;0.091024;56;50;34;5;50
73;0.091207;56;50;34;5;50
73;0.091486;56;50;34;5;50
73;0.092925;56;50;34;5;50
69;0.120811;74;50;34;5;50
69;0.119762;74;50;34;5;50
69;0.119783;74;50;34;5;50
69;0.119071;74;50;34;5;50
69;0.114154;74;50;34;5;50
69;0.120903;74;50;34;5;50
77;0.109818;67;50;33;5;50
77;0.110535;67;50;33;5;50
76;0.128331;79;50;33;5;50
76;0.126033;79;50;33;5;50
76;0.128205;79;50;33;5;50
76;0.128219;79;50;33;5;50
76;0.130000;79;50;33;5;50
76;0.128954;79;50;33;5;50
76;0.130472;79;50;33;5;50
76;0.129509;79;50;33;5;50
76;0.115791;69;50;32;5;50
76;0.113792;69;50;32;5;50
