396;0.162372;21;50;127;5;20
396;0.158981;21;50;127;5;20
396;0.160347;21;50;127;5;20
394;0.256474;33;50;127;5;20
394;0.258410;33;50;127;5;20
394;0.256489;33;50;127;5;20
394;0.259592;33;50;127;5;20
395;0.211666;27;50;127;5;20
395;0.203295;27;50;127;5;20
395;0.203436;27;50;127;5;20
406;0.281288;36;50;126;5;20
408;0.214415;27;50;126;5;20
408;0.209202;27;50;126;5;20
408;0.208666;27;50;126;5;20
408;0.208802;27;50;126;5;20
408;0.215350;27;50;126;5;20
406;0.241421;31;50;126;5;20
406;0.239716;31;50;126;5;20
406;0.242068;31;50;126;5;20
406;0.237953;31;50;126;5;20
411;0.244176;31;50;125;5;20
411;0.242184;31;50;125;5;20
411;0.236151;31;50;125;5;20
411;0.242504;31;50;125;5;20
414;0.221896;28;50;125;5;20
414;0.216085;28;50;125;5;20
414;0.217125;28;50;125;5;20
414;0.215517;28;50;125;5;20
406;0.575273;74;50;125;5;20
406;0.577126;74;50;125;5;20
407;0.504315;64;50;124;5;20
407;0.500463;64;50;124;5;20
412;0.279069;35;50;124;5;20
412;0.280447;35;50;124;5;20
412;0.277125;35;50;124;5;20
419;0.266808;34;50;124;5;20
419;0.267960;34;50;124;5;20
419;0.267336;34;50;124;5;20
419;0.270115;34;50;124;5;20
409;0.206864;26;50;124;5;20
421;0.244544;31;50;123;5;20
421;0.243639;31;50;123;5;20
421;0.245894;31;50;123;5;20
420;0.239155;30;50;123;5;20
420;0.243449;30;50;123;5;20
420;0.241640;30;50;123;5;20
420;0.241611;30;50;123;5;20
406;0.350192;45;50;123;5;20
406;0.348401;45;50;123;5;20
406;0.345672;45;50;123;5;20
423;0.364379;46;50;122;5;20
423;0.345597;46;50;122;5;20
423;0.359725;46;50;122;5;20
420;0.265450;33;50;122;5;20
420;0.260409;33;50;122;5;20
420;0.253755;33;50;122;5;20
412;0.258117;33;50;122;5;20
412;0.253136;33;50;122;5;20
412;0.261791;33;50;122;5;20
412;0.256338;33;50;122;5;20
390;0.577898;75;50;127;5;50
390;0.583561;75;50;127;5;50
374;1.104675;141;50;127;5;50
407;0.677116;87;50;127;5;50
399;0.812931;105;50;127;5;50
399;0.811628;105;50;127;5;50
390;0.662158;84;50;127;5;50
398;0.842340;108;50;127;5;50
387;0.990140;128;50;127;5;50
388;0.632683;82;50;127;5;50
399;1.008414;130;50;126;5;50
399;1.021507;131;50;126;5;50
410;0.586773;75;50;126;5;50
410;0.591062;75;50;126;5;50
402;0.723691;93;50;126;5;50
402;0.719180;93;50;126;5;50
400;1.082618;139;50;126;5;50
405;0.765202;99;50;126;5;50
414;0.455542;58;50;126;5;50
390;0.498369;65;50;126;5;50
405;0.434678;55;50;125;5;50
405;0.434899;55;50;125;5;50
402;0.994716;126;50;125;5;50
406;0.571159;73;50;125;5;50
406;0.574816;73;50;125;5;50
402;0.646316;86;50;125;5;50
394;0.639430;83;50;125;5;50
394;0.634924;83;50;125;5;50
406;0.752431;96;50;125;5;50
401;0.382976;50;50;125;5;50
403;0.668911;84;50;124;5;50
410;0.458740;58;50;124;5;50
410;0.449258;58;50;124;5;50
402;1.209639;156;50;124;5;50
400;1.632982;213;50;124;5;50
404;0.388356;50;50;124;5;50
404;0.387921;50;50;124;5;50
404;0.390895;50;50;124;5;50
413;0.669832;86;50;124;5;50
404;0.782761;100;50;124;5;50
406;0.491936;64;50;123;5;50
421;0.474952;61;50;123;5;50
421;0.478559;61;50;123;5;50
425;0.437246;57;50;123;5;50
425;0.439740;57;50;123;5;50
403;1.250459;161;50;123;5;50
410;0.896716;114;50;123;5;50
408;0.787152;101;50;123;5;50
416;0.486632;62;50;123;5;50
416;0.488716;62;50;123;5;50
407;0.541772;69;50;122;5;50
407;0.534875;69;50;122;5;50
415;0.728353;94;50;122;5;50
415;0.705012;94;50;122;5;50
413;1.051666;137;50;122;5;50
407;0.758278;98;50;122;5;50
423;0.819497;107;50;122;5;50
410;0.486242;63;50;122;5;50
410;0.490334;63;50;122;5;50
412;1.125868;145;50;122;5;50
393;1.144471;151;50;127;5;70
384;0.660417;86;50;127;5;70
400;1.499124;194;50;127;5;70
389;1.231882;161;50;127;5;70
388;0.986844;129;50;127;5;70
397;1.118396;146;50;127;5;70
388;1.288009;171;50;127;5;70
385;0.868380;114;50;127;5;70
401;1.004808;132;50;127;5;70
391;0.849550;112;50;127;5;70
381;1.270808;167;50;126;5;70
379;1.216660;159;50;126;5;70
396;0.987342;131;50;126;5;70
396;0.856758;112;50;126;5;70
406;0.794898;104;50;126;5;70
396;0.904366;118;50;126;5;70
399;0.783898;102;50;126;5;70
406;0.582460;79;50;126;5;70
406;0.607588;79;50;126;5;70
384;0.595171;78;50;126;5;70
395;1.197995;159;50;125;5;70
402;1.311902;172;50;125;5;70
394;1.787119;234;50;125;5;70
384;1.051627;138;50;125;5;70
400;1.363859;178;50;125;5;70
389;0.606192;79;50;125;5;70
402;1.439456;191;50;125;5;70
412;0.694703;91;50;125;5;70
384;0.759187;101;50;125;5;70
392;0.626470;81;50;125;5;70
404;0.941681;123;50;124;5;70
412;0.800073;106;50;124;5;70
406;0.686912;90;50;124;5;70
