214;0.161771;25;50;35;5;20
214;0.168785;25;50;35;5;20
214;0.160936;25;50;35;5;20
206;0.169173;25;50;35;5;20
206;0.170026;25;50;35;5;20
206;0.164385;25;50;35;5;20
206;0.165695;25;50;35;5;20
206;0.168348;25;50;35;5;20
201;0.403115;60;50;35;5;20
201;0.391995;60;50;35;5;20
213;0.321951;48;50;34;5;20
215;0.357925;54;50;34;5;20
215;0.363532;54;50;34;5;20
215;0.362387;54;50;34;5;20
200;0.182455;27;50;34;5;20
200;0.180001;27;50;34;5;20
200;0.179271;27;50;34;5;20
200;0.169619;27;50;34;5;20
200;0.174165;27;50;34;5;20
205;0.395390;59;50;34;5;20
214;0.150375;22;50;33;5;20
214;0.144419;22;50;33;5;20
214;0.145656;22;50;33;5;20
222;0.181495;27;50;33;5;20
222;0.181460;27;50;33;5;20
222;0.182494;27;50;33;5;20
222;0.183540;27;50;33;5;20
222;0.182639;27;50;33;5;20
222;0.182724;27;50;33;5;20
212;0.237961;36;50;33;5;20
224;0.166718;26;50;32;5;20
224;0.180639;26;50;32;5;20
224;0.177603;26;50;32;5;20
224;0.179104;26;50;32;5;20
228;0.282158;43;50;32;5;20
228;0.287154;43;50;32;5;20
228;0.289524;43;50;32;5;20
220;0.424253;65;50;32;5;20
220;0.439553;65;50;32;5;20
220;0.431720;65;50;32;5;20
236;0.253191;37;50;31;5;20
236;0.241985;37;50;31;5;20
236;0.243758;37;50;31;5;20
225;0.394703;58;50;31;5;20
225;0.395295;58;50;31;5;20
225;0.390723;58;50;31;5;20
216;0.631801;94;50;31;5;20
216;0.629913;94;50;31;5;20
230;0.227511;34;50;31;5;20
230;0.230977;34;50;31;5;20
246;0.180635;27;50;30;5;20
246;0.188895;27;50;30;5;20
246;0.189198;27;50;30;5;20
246;0.186820;27;50;30;5;20
246;0.188186;27;50;30;5;20
245;0.199487;29;50;30;5;20
245;0.199019;29;50;30;5;20
245;0.197308;29;50;30;5;20
245;0.202278;29;50;30;5;20
245;0.196001;29;50;30;5;20
202;1.017690;155;50;35;5;50
200;0.537160;82;50;35;5;50
200;0.538268;82;50;35;5;50
200;0.802526;123;50;35;5;50
200;0.792258;123;50;35;5;50
204;0.703018;110;50;35;5;50
198;0.626326;95;50;35;5;50
195;0.825391;124;50;35;5;50
