409;0.688612;36;50;9;5;20
402;1.065611;55;50;9;5;20
404;0.622855;33;50;9;5;20
405;1.138941;60;50;9;5;20
409;0.792051;42;50;9;5;20
410;0.884951;46;50;9;5;20
410;0.871438;46;50;9;5;20
396;0.440979;23;50;9;5;20
392;1.112502;58;50;9;5;20
397;1.119159;59;50;9;5;20
460;0.853456;45;50;8;5;20
471;0.376797;20;50;8;5;20
471;0.382617;20;50;8;5;20
467;0.569512;30;50;8;5;20
467;0.559622;30;50;8;5;20
453;1.090044;59;50;8;5;20
469;0.491421;26;50;8;5;20
454;1.276516;68;50;8;5;20
458;0.873907;46;50;8;5;20
461;0.660725;35;50;8;5;20
524;1.231553;66;50;7;5;20
521;0.726859;39;50;7;5;20
521;0.720829;39;50;7;5;20
525;0.602969;32;50;7;5;20
528;0.727704;39;50;7;5;20
528;0.731042;39;50;7;5;20
540;0.695399;37;50;7;5;20
536;0.632536;34;50;7;5;20
531;0.727672;39;50;7;5;20
531;0.719633;39;50;7;5;20
639;0.431152;23;50;6;5;20
639;0.433202;23;50;6;5;20
619;0.946856;51;50;6;5;20
618;1.047576;56;50;6;5;20
619;1.332902;72;50;6;5;20
624;0.936275;50;50;6;5;20
615;1.401107;76;50;6;5;20
614;0.563876;30;50;6;5;20
614;0.559159;30;50;6;5;20
636;0.600857;32;50;6;5;20
761;0.894946;48;50;5;5;20
760;0.945412;51;50;5;5;20
759;0.573192;31;50;5;5;20
765;0.616452;33;50;5;5;20
765;0.625994;33;50;5;5;20
754;0.992854;53;50;5;5;20
749;1.460960;79;50;5;5;20
756;1.138665;61;50;5;5;20
757;0.692528;37;50;5;5;20
757;0.682394;37;50;5;5;20
951;0.567456;30;50;4;5;20
968;0.642221;34;50;4;5;20
968;0.638160;34;50;4;5;20
944;1.411918;75;50;4;5;20
956;0.813894;43;50;4;5;20
959;0.620486;33;50;4;5;20
949;0.898492;47;50;4;5;20
952;0.582959;31;50;4;5;20
952;0.589924;31;50;4;5;20
962;1.444407;77;50;4;5;20
405;1.220192;65;50;9;5;50
410;1.663329;88;50;9;5;50
412;1.458683;77;50;9;5;50
402;1.796964;95;50;9;5;50
396;2.198033;116;50;9;5;50
407;1.743245;92;50;9;5;50
402;2.105961;111;50;9;5;50
402;1.077415;57;50;9;5;50
394;2.744969;145;50;9;5;50
409;1.281431;68;50;9;5;50
460;1.644873;88;50;8;5;50
456;2.253134;121;50;8;5;50
447;1.036842;56;50;8;5;50
458;1.394038;75;50;8;5;50
458;2.020843;108;50;8;5;50
458;1.134929;60;50;8;5;50
463;1.099272;59;50;8;5;50
445;1.755927;94;50;8;5;50
459;1.862365;99;50;8;5;50
439;1.822116;97;50;8;5;50
535;1.695678;92;50;7;5;50
525;2.126288;115;50;7;5;50
521;1.477428;79;50;7;5;50
529;1.031100;55;50;7;5;50
